gene,Kidney_T0-1.counts.rev.txt,Kidney_T0-2.counts.rev.txt,Kidney_T12.counts.rev.txt,Kidney_T24.counts.rev.txt,Kidney_T48.counts.rev.txt
LMF2,3866.101714,4506.09968,2421.177602,3594.728347,3617.227021
LMLN,593.5419461,616.3887041,666.3137772,604.8864378,557.5245659
LMNA,4601.835197,4681.323082,17054.24768,11491.95539,10381.98571
LMNB1,1958.365259,1743.534984,2645.657645,2572.097756,5079.774341
LMNB2,1182.775058,1112.23365,3171.225998,2290.940864,2631.057712
LMNTD1,254.2212328,214.990415,296.634342,425.7265252,418.1434244
LMNTD2,93.71714938,128.0000736,15.14349494,9.756232869,23.86663381
LMO1,4.308834454,6.213595808,15.14349494,9.756232869,7.637322821
LMO2,1077.208614,1045.126815,1399.437091,1800.468429,2114.583756
LMO7,7576.008179,7354.411998,12182.49628,13032.55325,10297.02049
LMOD1,470.7401641,406.3691658,501.5169205,932.1637041,1175.193049
LMOD2,1.077208614,2.485438323,0.89079382,0.886930261,9.546653526
LMTK2,5481.914634,5368.546778,3195.277432,3244.390894,3082.614423
LMTK3,293.0007429,339.2623311,134.5098668,233.2626586,179.4770863
LMX1A,10.77208614,4.970876646,0,2.660790782,5.727992116
LMX1B,1024.425391,1007.84524,237.8419499,322.8426149,349.407519
LNP1,1.077208614,0,3.563175279,0,2.863996058
LNPEP,1912.045289,1284.971613,1537.510133,1725.079357,1633.432418
LNPK,1781.703047,2028.117672,2398.016963,1741.044102,1300.25421
LNX1,586.0014858,489.6313497,623.5556738,603.9995076,506.9273022
LNX2,1541.485526,1457.709577,2882.608801,2314.00105,1884.509406
LONP1,12378.20418,12755.26947,7688.441459,8157.984539,7865.48784
LONP2,10367.0557,10131.88932,10574.61343,9295.916063,9112.28079
LONRF1,877.9250201,744.3887778,1020.849717,972.9624961,1301.208876
LONRF2,3.231625841,6.213595808,16.03428876,7.095442086,8.591988173
LONRF3,261.7616931,217.4758533,773.2090356,575.6177392,669.2204122
LOX,1555.489238,898.4859538,3756.477538,2913.565907,3505.531175
LOXHD1,0,1.242719162,2.672381459,0.886930261,0
LOXL1,359.7876769,239.8447982,569.2172508,352.9982438,981.3959825
LOXL2,231.5998519,191.3787509,1877.793372,1294.03125,1521.736572
LOXL3,164.8129179,151.6117377,177.2679701,320.1818241,407.6421056
LOXL4,166.9673351,159.0680527,446.2877037,504.6633184,904.0680889
LPAR1,863.9213081,719.5343946,1631.043484,1649.690285,2116.493087
LPAR2,71.0957685,80.7767455,243.1867128,125.944097,134.6078147
LPAR3,4.308834454,4.970876646,18.70667022,10.64316313,20.0479724
LPAR4,15.08092059,7.45631497,2.672381459,2.660790782,8.591988173
LPAR5,4.308834454,3.728157485,9.798732018,4.434651304,0.954665353
LPCAT1,312.3904979,318.1361054,498.8445391,575.6177392,526.9752746
LPCAT2,232.6770605,314.4079479,185.2851145,317.5210334,421.9620858
LPCAT3,4623.379369,4630.371596,4596.49611,6462.17388,5580.973651
LPCAT4,528.9094293,539.3401161,1083.205285,1016.422079,1144.643758
LPGAT1,4303.448411,3844.973086,7391.807117,6281.240107,5843.506623
LPIN1,282.2286568,242.3302365,358.9899094,394.683966,315.0395664
LPIN2,14892.40908,14759.77548,12184.27787,10895.93825,9713.719963
LPIN3,1432.687456,1572.039739,479.247075,727.2828138,774.2336009
LPL,1680.445437,1268.816264,1463.574246,1844.814942,1433.90736
LPO,132.4966595,145.3981419,41.86730953,72.72828138,47.73326763
LPP,553.6852274,334.2914545,478.3562812,507.3241092,554.6605699
LPXN,322.0853755,298.2525988,230.7155993,212.8632626,329.3595466
LRAT,62.47809959,47.22332814,96.20573254,104.6577708,43.91460622
LRATD1,5309.561256,4292.351984,1901.844805,2114.441742,1643.933737
LRATD2,3800.391989,5021.828132,3515.072413,3921.118683,2673.062987
LRBA,8604.742405,6028.430653,5636.052498,8400.1165,6549.004319
LRCH1,2540.057911,2376.079037,1570.469504,1764.104289,1807.181512
LRCH2,769.1269501,723.262552,817.7487266,854.1138411,619.5778138
LRCH3,1682.599854,1728.622354,1722.795247,1731.287869,1637.25108
LRCH4,35.54788425,29.82525988,18.70667022,14.19088417,8.591988173
LRFN1,116.3385303,89.47577963,75.71747468,99.33618921,97.37586596
LRFN2,1.077208614,1.242719162,11.58031966,1.773860522,7.637322821
LRFN3,21.54417227,14.91262994,23.16063931,29.26869861,39.14127946
LRFN4,113.1069044,115.572882,350.972765,355.6590346,370.4101568
LRFN5,1.077208614,2.485438323,0.89079382,3.547721043,4.773326763
LRIF1,1066.436527,1004.117083,801.7144378,844.3576083,766.5962781
LRIG1,970.5649608,1043.884096,1372.713276,960.5454724,1345.123482
LRIG2,2527.131407,2290.331415,1374.494864,1398.689021,1284.979565
LRIG3,935.0170766,876.1170089,654.7334575,611.9818799,666.3564161
LRIT1,0,0,0,0,0
LRIT2,0,0,0,0,0
LRIT3,204.6696366,132.9709503,86.40700052,125.0571668,107.8771848
LRMDA,633.3986648,745.631497,227.152424,450.5605725,590.9378533
LRP10,10303.50039,10971.96748,9310.577004,10546.48773,8897.481086
LRP11,4142.944328,4954.721297,4015.69854,3652.378814,4091.695701
LRP12,2588.532298,2501.593672,2942.291987,3172.549543,2733.206904
LRP1B,30.16184118,27.33982155,17.8158764,29.26869861,19.09330705
LRP2,215826.2862,201823.8054,30303.02416,68039.96803,55960.57364
LRP2BP,180.9710471,176.4661209,102.4412893,83.37144451,99.28519667
LRP3,224.0593916,224.9321682,329.5937133,196.0115876,265.396968
LRP4,263.9161103,267.1846197,114.0216089,134.8133996,162.2931099
LRP5,3028.033413,3003.652214,2471.95285,2778.752507,2689.292298
LRP6,2310.612476,2505.32183,1998.941332,2253.689793,1820.546827
LRP8,36.62509286,23.61166407,368.7886414,175.6121916,185.2050784
LRPAP1,17257.9592,19003.66142,14971.57173,17151.45738,15757.70631
LRPPRC,10850.72236,10000.16109,13544.52003,11117.67082,10279.83652
LRR1,343.6295477,311.9225096,320.6857751,395.5708963,583.3005304
LRRC1,2244.902751,2146.175992,1938.367352,1561.884189,1891.192063
LRRC10,0,0,0,0,0
LRRC10B,44.16555316,74.5631497,149.6533617,99.33618921,139.3811415
LRRC14,1029.811435,1185.55408,1311.248503,1162.765572,1276.387576
LRRC14B,2.154417227,1.242719162,0,0,1.909330705
LRRC15,6.463251681,11.18447245,6.235556738,1.773860522,3.81866141
LRRC17,32.31625841,26.09710239,0.89079382,1.773860522,16.22931099
LRRC18,1.077208614,0,0.89079382,0,0
LRRC19,11381.78621,11798.37572,2006.958476,3448.384854,3088.342416
LRRC2,67.86414265,90.7184988,63.2463612,48.78116434,55.37059045
LRRC20,50.62880484,52.19420479,57.01080447,106.4316313,193.7970666
LRRC23,14.00371198,19.88350659,11.58031966,6.208511825,8.591988173
LRRC24,64.63251681,75.80586886,18.70667022,14.19088417,23.86663381
LRRC25,148.6547887,116.8156012,176.3771763,207.541681,275.8982869
LRRC26,58.16926513,65.86411556,56.12001065,97.56232869,69.69057074
LRRC27,275.7654051,294.5244413,210.2273415,218.1848442,195.7063973
LRRC28,6784.259848,6853.596176,4992.89936,6230.685082,6207.234123
LRRC31,0,0,0,0,1.909330705
LRRC32,586.0014858,535.6119586,2364.166798,2098.476997,1774.72289
LRRC34,545.0675585,509.5148563,187.0667022,236.8103796,206.2077162
LRRC36,43.08834454,50.95148563,4.453969099,12.41702365,15.27464564
LRRC38,0,0,0,0,0
LRRC39,120.6473647,130.485512,63.2463612,53.21581565,74.4638975
LRRC3B,190.6659246,160.3107718,186.1759083,230.6018678,189.0237398
LRRC3C,0,0,0,0,0
LRRC4,7.540460295,6.213595808,9.798732018,12.41702365,19.09330705
LRRC41,3262.86489,3627.497233,3608.605764,3323.327687,3114.11838
LRRC42,2373.090576,2443.185872,4691.811049,3934.422637,3729.877533
LRRC43,184.2026729,202.5632233,75.71747468,98.44925895,91.64787385
LRRC45,1685.83148,2157.360465,461.4311986,497.5678763,762.7776167
LRRC46,145.4231628,156.5826144,57.90159829,63.85897878,93.55720455
LRRC47,2741.495922,3313.089285,2214.513436,2012.444762,1830.093481
LRRC49,127.1106164,171.4952443,109.5676398,126.8310273,194.7517319
LRRC4B,2.154417227,1.242719162,0.89079382,1.773860522,7.637322821
LRRC4C,471.8173727,551.7673077,211.1181353,265.192148,241.5303342
LRRC51,205.7468452,238.602079,52.55683537,78.04986295,51.55192904
LRRC52,0,0,0,0,0
LRRC55,0,0,0,0,0.954665353
LRRC56,471.8173727,474.7187197,171.9232072,184.4814942,219.5730311
LRRC57,982.4142556,1074.952075,1279.179925,1153.009339,1413.859387
LRRC58,3046.345959,2282.8751,3124.90472,2670.547015,2846.812081
LRRC59,3426.6006,3744.312834,9170.722375,6929.586127,6483.132409
LRRC6,10.77208614,13.66991078,30.28698987,24.8340473,42.95994087
LRRC63,0,0,0,0,0
LRRC66,896.2375665,644.9712449,2884.390388,2005.34932,1931.288008
LRRC69,19.38975504,17.39806826,29.39619605,9.756232869,7.637322821
LRRC7,93.71714938,72.07771137,32.06857751,66.51976956,51.55192904
LRRC70,1242.021531,1190.524957,1190.991337,1373.854974,1091.182498
LRRC71,1.077208614,2.485438323,1.78158764,0.886930261,0.954665353
LRRC72,0,0,0.89079382,0.886930261,0.954665353
LRRC73,214.3645141,244.8156748,210.2273415,141.9088417,124.1064958
LRRC74A,0,0,0,0,0
LRRC74B,3.231625841,3.728157485,1.78158764,6.208511825,19.09330705
LRRC75A,202.5152193,169.009806,314.4502184,402.6663384,303.5835821
LRRC75B,85.09948047,104.3884096,44.53969099,45.2334433,41.05061016
LRRC8A,1645.974762,1615.53491,2437.211891,2834.629113,2410.530015
LRRC8B,1936.821087,1568.311582,729.5601384,650.1198811,476.3780109
LRRC8C,503.0564225,393.9419742,641.3715502,837.2621662,837.2415142
LRRC8D,8578.889398,9145.17031,4288.281448,3810.2524,3166.624975
LRRC8E,127.1106164,155.3398952,386.6045178,403.5532687,325.5408852
LRRC9,74.32739434,63.37867724,41.86730953,30.15562887,46.77860228
LRRCC1,1899.118786,2187.185724,1745.955887,1855.458106,2557.54848
LRRD1,45.24276177,42.25245149,23.16063931,31.04255913,19.09330705
LRRFIP2,2339.697109,2219.496423,2891.516739,2834.629113,2972.827908
LRRIQ1,99.10319245,89.47577963,61.46477357,47.00730382,104.0585234
LRRIQ3,88.33110631,69.59227305,24.94222695,54.98967617,71.59990144
LRRIQ4,0,0,0,0,0
LRRK1,985.6458814,723.262552,815.9671389,1026.178312,1166.601061
LRRK2,2717.797332,2010.719603,1267.599606,1587.605167,1875.917418
LRRN1,104.4892355,72.07771137,55.22921683,71.84135112,61.09858257
LRRN2,59.24647375,68.34955389,65.91874266,40.798792,60.14391721
LRRN3,90.48552354,29.82525988,66.80953648,77.16293269,115.5145077
LRRTM1,3.231625841,6.213595808,0.89079382,0.886930261,0.954665353
LRRTM2,5.386043068,6.213595808,0,0,1.909330705
LRRTM3,1.077208614,1.242719162,0,2.660790782,6.682657468
LRRTM4,59.24647375,29.82525988,19.59746404,38.13800121,83.05588567
LRSAM1,1000.726802,1053.825849,719.7614064,960.5454724,932.7080495
LRTM1,8.617668908,13.66991078,0.89079382,24.8340473,13.36531494
LRTM2,15.08092059,12.42719162,1.78158764,11.53009339,25.77596452
LRWD1,475.0489986,470.9905622,514.8788278,452.334433,527.92994
LSAMP,159.4268748,105.6311287,319.7949813,324.6164754,323.6315545
LSG1,1279.723833,1325.981345,1208.807213,910.8773778,909.796081
LSM10,309.1588721,366.6021527,327.8121257,334.3727083,309.3115742
LSM11,116.3385303,113.0874437,189.7390836,151.6650746,133.6531494
LSM14A,14146.98072,14173.21204,12317.00615,11617.01256,11141.89933
LSM14B,2644.547146,2716.584087,1737.047949,1700.24531,1646.797733
LSM2,937.1714938,1318.52503,1510.786318,1700.24531,1853.960115
LSM3,5487.300677,6623.693131,4278.482716,4169.459156,3806.250761
LSM6,2935.393472,2985.011426,3490.130186,3200.931311,3089.297081
LSM7,1569.49295,2171.030375,1666.675237,1584.944376,1534.147222
LSM8,1454.231628,1527.30185,1545.527277,1396.02823,1664.936375
LSMEM1,48.47438761,39.76701317,15.14349494,15.96474469,42.00527551
LSMEM2,425.4974024,597.7479167,153.216537,94.01460764,54.4159251
LSP1,315.6221238,247.3011132,203.1009909,288.2523348,371.3648222
LSR,1837.717895,2200.855635,3315.534597,2618.21813,2764.710861
LSS,3197.155165,3396.351469,2335.661395,3570.78123,3336.555407
LTA,10.77208614,8.699034131,48.10286627,15.96474469,21.95730311
LTA4H,28131.30294,29766.85208,10696.65219,13751.85369,13916.15684
LTB4R,12.92650336,6.213595808,38.30413425,17.73860522,14.31998029
LTB4R2,26.93021534,23.61166407,32.06857751,52.32888539,67.78124003
LTBP1,5826.621391,3406.293222,11362.96597,14910.18461,19086.62439
LTBP2,177.7394212,140.4272653,267.2381459,267.8529388,273.9889562
LTBP3,1643.820344,1394.330899,982.5455832,1080.281058,1573.288501
LTBP4,5175.987388,3311.846566,3126.686307,3344.614013,2739.889562
LTBR,2183.50186,2301.515887,4412.101789,4259.039112,4223.43952
LTC4S,218.6733486,208.7768191,513.988034,423.0657344,599.5298414
LTF,501.9792139,370.3303102,207.55496,390.2493147,340.8155309
LTN1,3760.53527,3484.584529,3885.642642,3527.321647,3348.966057
LTO1,1491.93393,1622.991225,2641.203676,1919.317084,1909.330705
LUC7L,2245.979959,2695.457861,2306.265199,2176.52686,1901.693382
LUC7L3,7727.894594,9745.403665,6702.3327,6284.787828,5008.17444
LUM,4214.040096,3972.97316,4378.251624,8648.456973,11961.0022
LURAP1,1122.451375,928.3112137,602.1766222,776.9509084,821.9668686
LURAP1L,170.1989609,164.0389293,79.28064996,115.3009339,103.1038581
LUZP1,2062.854495,1824.311729,3083.03741,2761.013902,3108.390388
LUZP2,3.231625841,0,0.89079382,0.886930261,0
LVRN,56.01484791,45.98060898,17.8158764,27.49483808,18.1386417
LXN,3848.866376,4079.847008,1260.473255,1724.192427,2500.268558
LY6D,19.38975504,11.18447245,18.70667022,32.81641965,22.91196846
LY6G5C,0,0,1.78158764,0,0
LY6G6C,1.077208614,0,0.89079382,1.773860522,6.682657468
LY6H,0,0,0,0.886930261,0
LY6L,2.154417227,0,0,0,0.954665353
LY75,119.5701561,116.8156012,225.3708364,250.1143335,457.2847039
LY86,98.02598383,123.029197,67.7003303,178.2729824,399.0501174
LY9,175.585004,188.8933126,45.43048481,74.50214191,197.615728
LY96,1636.279884,2331.341147,3921.274395,2192.491605,2539.409838
LYAR,288.6919084,274.6409347,781.2261799,601.3387168,745.5936404
LYG2,2.154417227,1.242719162,0,0.886930261,1.909330705
LYL1,85.09948047,101.9029713,267.2381459,208.4286113,197.615728
LYN,885.4654803,802.7965784,2141.468343,1919.317084,2321.746137
LYNX1,131.4194509,149.1262994,453.4140543,883.3825397,459.1940346
LYPD1,24.77579811,14.91262994,22.26984549,36.36414069,82.10122032
LYPD3,1.077208614,2.485438323,0.89079382,0,0
LYPD4,214.3645141,279.6118114,97.98732018,125.944097,123.1518305
LYPD5,0,0,0,0,0.954665353
LYPD6B,764.8181156,781.6703526,743.8128395,1122.85371,905.0227543
LYPLA1,22445.79588,25311.70388,12578.00874,14911.07154,12198.71388
LYPLA2,1577.03341,1849.166112,1815.437805,1732.174799,1778.541552
LYPLAL1,3080.816635,3492.040844,687.6928289,902.0080752,1082.59051
LYRM1,1110.602081,1283.728894,691.2560042,922.4074712,817.1935418
LYRM7,726.0386055,652.4275598,554.9645497,553.4444827,482.1060031
LYSMD1,1211.85969,1219.107498,736.686489,874.5132371,757.0496246
LYSMD2,61.40089097,93.20393712,279.7092594,142.795772,198.5703933
LYSMD3,2290.145512,2270.447908,3709.265466,3226.652289,2180.455665
LYSMD4,1035.197478,973.0491035,955.8217686,1062.542452,1062.542537
LYST,1465.003714,1175.612327,1221.278327,1493.590559,1431.998029
LYVE1,135.7282853,206.2913808,652.0610761,721.9612323,1081.635844
LYZ,0,0,0,0,0
LYZL4,0,0,0,0,0
LYZL6,0,0,0,0,0
LZIC,4754.79882,4827.963943,3598.807032,3496.279088,3078.795762
LZTFL1,2297.685973,2172.273094,1539.291721,1426.183859,1587.608481
LZTR1,2401.098,2465.554817,2462.154118,2160.562115,2461.127279
LZTS1,70.01855988,58.40780059,59.68318593,57.65046695,68.73590539
LZTS2,1605.040834,1705.01069,1834.144475,1589.379027,2052.530508
LZTS3,6636.682268,6371.421141,5638.724879,7427.154004,6708.433433
M1AP,1.077208614,0,2.672381459,1.773860522,1.909330705
M6PR,6995.392736,6792.702937,9485.172593,7796.116992,7911.311777
MAB21L1,2.154417227,0,0,0,0
MAB21L2,1.077208614,0,0,0,0
MAB21L3,245.6035639,260.9710239,446.2877037,282.0438229,291.1729325
MACC1,180.9710471,121.7864778,256.5486201,277.6091716,256.8049798
MACF1,6512.803278,5740.119807,7691.11384,8681.273392,8802.014551
MACIR,880.0794373,847.5344682,960.2757377,957.8846816,963.2573408
MACO1,2293.377138,2217.010984,2765.024017,2869.219394,2697.884286
MACROD1,1893.732743,2543.846124,743.8128395,1048.351568,712.180353
MACROD2,54.93763929,52.19420479,62.35556738,68.29363008,67.78124003
MACROH2A1,7588.934683,8141.053228,8372.571112,8333.59673,8341.865851
MACROH2A2,226.2138088,213.7476958,269.9105274,314.8602426,403.8234441
MAD1L1,462.1224952,466.0196856,582.5791581,530.3842959,616.7138178
MAD2L1,923.1677818,1114.719088,1027.085274,980.0579382,2324.610134
MAD2L1BP,297.3095773,242.3302365,372.3518167,331.7119175,411.460767
MAD2L2,9315.70009,10305.87001,5512.232157,6541.110673,4533.705759
MADD,99.10319245,94.44665628,74.82668086,78.04986295,58.23458651
MAEA,4049.227178,3771.652655,3285.247607,3130.863821,3165.670309
MAEL,0,0,0,1.773860522,0
MAF,36985.95775,54956.76948,11539.34314,16830.38863,10299.88449
MAFA,1.077208614,0,0.89079382,2.660790782,0.954665353
MAFF,866.0757253,815.22377,1404.781854,780.4986295,436.2820661
MAFG,666.7921318,669.8256281,685.0204474,505.5502486,485.9246645
MAFK,162.6585006,137.9418269,255.6578263,211.0894021,239.6210035
MAG,5.386043068,4.970876646,2.672381459,4.434651304,3.81866141
MAGEA10,0,0,0,0,0
MAGEB10,0,0,0,0,0
MAGEB18,0,0,0,0,0
MAGEB3,10.77208614,2.485438323,5.344762919,4.434651304,6.682657468
MAGEB5,0,0,0,0,0
MAGED1,6349.067568,6759.14952,5369.705146,6621.821327,7456.891069
MAGEF1,1438.073499,1439.068789,1044.901151,1180.504177,1153.235746
MAGEH1,1421.91537,1601.864999,1311.248503,1423.523069,1209.561002
MAGEL2,31.23904979,29.82525988,84.62541288,103.7708405,100.239862
MAGI1,3043.114333,2794.875394,1492.079648,2031.070297,2068.759819
MAGI2,305.9272463,249.7865515,83.73461906,81.59758399,109.7865155
MAGI3,974.8737953,705.8644838,1433.287256,1682.506705,1747.037595
MAGIX,1201.087604,1431.612474,651.1702823,845.2445385,556.5699006
MAGOH,2537.903494,2577.399541,3487.457804,2667.886224,2734.16157
MAGOHB,1042.737938,1020.272432,1636.388247,1286.048878,1461.592655
MAGT1,13787.19304,13751.93024,11902.78702,12488.865,10687.47862
MAIP1,1235.55828,1487.534836,1262.254843,1242.589295,1141.779762
MAK,17.23533782,9.941753293,17.8158764,15.96474469,12.41064958
MAK16,4466.106912,4103.458672,8234.49807,6003.630935,5685.032175
MAL,3647.428366,3907.109044,9409.455118,9398.799973,5876.919911
MAL2,5073.65257,5113.78935,9673.130089,9389.043741,9004.403606
MALSU1,1580.265036,2035.573987,980.7639956,1062.542452,1208.606336
MALT1,1282.955459,1129.631718,1158.031966,1187.599619,1239.155628
MAMDC2,600.0051978,453.592494,550.5105806,439.9174093,754.1856285
MAMDC4,3335.037868,4425.322934,3518.635588,3178.758055,3034.881156
MAML1,1295.881962,1055.068568,1667.566031,1463.43493,1641.069741
MAML2,1588.882705,1231.534689,847.1449226,917.9728199,1211.470332
MAML3,475.0489986,366.6021527,295.7435482,446.1259212,586.1645265
MAMLD1,863.9213081,909.6704263,440.052147,341.4681504,395.231456
MAMSTR,48.47438761,52.19420479,46.32127863,62.97204851,100.239862
MAN1A1,1775.239795,1887.690406,4159.116345,3482.088204,3873.077335
MAN1A2,4918.53453,4191.691732,3587.226712,3838.634169,3341.328734
MAN1C1,15761.71643,15623.4653,4526.123398,5483.889802,6151.863532
MAN2A1,5551.933194,5280.313718,3947.998209,4426.668932,4389.551291
MAN2A2,4519.967343,4688.779397,2847.867842,3624.883976,3621.045682
MAN2B2,1.077208614,6.213595808,3.563175279,0,8.591988173
MAN2C1,3849.943585,4319.691806,2623.387799,2025.748716,2081.170469
MANBA,1217.245733,1043.884096,861.3976237,974.7363566,1570.424505
MANEA,5289.094293,5945.168469,5247.666392,6484.347137,3954.22389
MANEAL,461.0452866,301.9807563,742.0312519,558.7660643,467.7860228
MANF,4447.794365,5159.769959,6173.201171,5609.833899,4599.577669
MANSC4,73.25018572,83.26218383,8.907938198,30.15562887,41.05061016
MAOB,40719.5628,44894.47243,10583.52137,16166.96479,15870.35682
MAP1A,273.6109878,268.4273389,361.6622908,484.2639224,367.5461607
MAP1B,254.2212328,183.9224359,367.8978476,343.2420109,496.4259833
MAP1LC3A,2479.734228,3149.050355,3645.128311,3181.418845,3044.427809
MAP1LC3B,8677.992591,8645.597207,8450.070174,7011.183711,6725.617409
MAP1LC3C,3.231625841,0,1.78158764,0,1.909330705
MAP1S,140.0371198,149.1262994,160.3428876,164.0820982,189.9784052
MAP2,382.4090578,238.602079,278.8184656,367.189128,272.0796255
MAP2K1,5404.355614,5978.721886,6796.756845,5597.416876,4219.620858
MAP2K2,4656.772836,5225.634074,6570.495215,6504.746533,5290.755384
MAP2K3,2096.247962,2568.700507,4127.938561,3610.693092,3176.171628
MAP2K4,2506.664444,2625.865588,2420.286808,2278.52384,2343.703441
MAP2K5,1362.668896,1370.719235,936.2243046,1272.744924,1368.990116
MAP2K6,328.5486271,290.7962838,481.0286627,392.0231753,489.7433259
MAP2K7,1986.372683,2799.846271,2073.768012,2043.487321,1729.853619
MAP3K1,1948.670382,1875.263215,3682.541651,3259.468708,3041.563813
MAP3K10,647.4023768,595.2624784,518.4420031,635.928997,585.2098611
MAP3K11,1314.194509,1379.418269,1787.823196,1977.854482,1717.442969
MAP3K13,2113.4833,1867.8069,1973.108311,2072.756019,1713.624308
MAP3K14,476.1262072,493.3595072,1092.113223,830.1667241,750.3669671
MAP3K15,428.7290282,380.2720634,663.6413957,864.7570043,815.2842111
MAP3K19,2.154417227,0,0,0.886930261,0
MAP3K2,454.5820349,279.6118114,901.4833456,538.3666683,552.7512391
MAP3K20,1424.069787,1480.078521,1802.966691,1619.534656,2030.573205
MAP3K21,3788.542694,3643.652582,3253.17903,3801.383098,3002.422534
MAP3K3,1155.844842,963.1073502,1409.235823,1273.631854,1385.219427
MAP3K4,1679.368229,1603.107718,1323.719616,1197.355852,1302.163541
MAP3K5,4692.320721,4384.313202,6369.175811,5687.883762,5484.552451
MAP3K6,141.1143284,126.7573545,422.2362706,255.4359151,224.3463579
MAP3K7,3104.515224,2857.011352,3156.082503,2676.755527,2702.657613
MAP3K7CL,42.01113593,41.00973233,21.37905167,26.60790782,44.86927157
MAP3K8,216.5189313,262.2137431,346.5187959,267.8529388,317.9035624
MAP3K9,297.3095773,260.9710239,307.3238678,323.7295452,321.7222238
MAP4,10290.57389,11288.86086,12795.36243,12249.39383,13887.51688
MAP4K1,307.0044549,323.106982,250.3130634,317.5210334,350.3621844
MAP4K2,431.960654,469.7478431,612.866148,844.3576083,532.7032667
MAP4K3,5646.727552,6626.17857,6431.531379,5901.633955,5995.298414
MAP4K4,4172.02896,4729.789129,7709.82051,4831.10913,6703.660106
MAP4K5,1860.339276,1502.447466,2191.352797,1823.528616,2241.554248
MAP6,602.159615,669.8256281,159.4520937,183.594564,198.5703933
MAP6D1,473.97179,385.2429401,261.0025892,376.0584306,418.1434244
MAP7,17267.65408,18369.87465,5873.003654,5398.744497,4814.377373
MAP7D1,1723.533782,1768.389367,5194.218763,4317.576509,4629.172295
MAP7D2,21.54417227,24.85438323,24.05143313,21.28632626,31.50395664
MAP9,840.2227186,1238.991004,448.0692914,657.2153232,638.6711209
MAPK1,11884.84263,10754.49162,11502.82059,10934.96319,9875.058407
MAPK10,367.3281372,334.2914545,73.04509322,97.56232869,146.0637989
MAPK11,169.1217523,197.5923467,243.1867128,301.5562887,380.9114757
MAPK12,4036.300675,5306.41082,2322.299488,2518.881941,2463.03661
MAPK13,754.0460295,883.5733239,961.1665315,1013.761288,1043.44923
MAPK14,6269.354131,5748.818842,6364.721842,6517.163556,6109.858257
MAPK15,66.78693404,75.80586886,44.53969099,47.00730382,47.73326763
MAPK1IP1L,6888.749084,7292.27604,7551.25921,6906.525941,6876.454535
MAPK3,1597.500374,1446.525104,1858.195908,2143.71044,2408.620685
MAPK4,323.1625841,280.8545305,458.7588172,517.9672723,408.5967709
MAPK6,10294.88272,11051.5015,14308.82113,8542.025342,7293.643294
MAPK7,864.9985167,756.8159694,1215.933564,1207.112085,1486.413954
MAPK8,1544.717152,1376.932831,2414.942045,1733.06173,1560.877851
MAPK8IP1,1129.991836,1108.505492,1848.397176,1853.684245,1986.658599
MAPK8IP2,0,1.242719162,6.235556738,13.30395391,10.50131888
MAPK8IP3,996.4179675,1097.32102,917.5176344,910.8773778,837.2415142
MAPK9,4340.073504,4166.837349,3440.245732,3492.731367,3320.326096
MAPKAP1,4041.686718,4174.293664,3719.064198,4101.165526,3914.127946
MAPKAPK2,3422.291765,3260.89508,3809.925167,3939.744218,3537.989797
MAPKAPK3,1965.90572,1994.564254,3001.975173,2942.834605,2489.76724
MAPKAPK5,2278.296218,2490.4092,2320.517901,1442.148604,1494.051277
MAPKBP1,2572.374169,2811.030744,979.8732018,1112.210547,1116.958463
MAPRE1,6189.640694,5496.546852,10494.44199,9538.934955,9606.797443
MAPRE2,1290.495919,1069.981198,2055.952136,1995.593087,2507.905881
MAPRE3,1077.208614,1202.952148,946.0230366,982.7187289,993.806632
MAPT,7518.916123,7284.819725,4431.699253,4095.843944,3241.088872
MARCHF1,257.4528586,254.7574281,492.6089823,619.9642523,1252.520943
MARCHF10,30.16184118,22.36894491,50.77524773,60.31125773,87.82921244
MARCHF11,91.56273215,91.96121796,89.07938198,117.9617247,77.32789356
MARCHF2,579.5382341,561.709061,602.1766222,640.3636483,705.4976956
MARCHF3,529.9866379,587.8061634,1842.161619,764.5338848,610.9858257
MARCHF4,0,1.242719162,0.89079382,0.886930261,0
MARCHF5,6732.553835,6423.615346,8050.994543,7369.503537,7008.198353
MARCHF6,9465.432087,8579.733092,10635.18741,10238.72293,8347.593843
MARCHF7,7585.703057,7281.091568,7700.912572,5878.573768,6653.062842
MARCHF8,4962.700083,4688.779397,4635.691038,4816.918246,5457.821821
MARCHF9,1196.77877,1321.010469,1076.078934,1231.946132,1117.913128
MARCKS,4596.449154,5454.2944,7730.308768,8199.670261,11139.99
MARCKSL1,274.6881965,267.1846197,1639.951422,794.6895137,2113.629091
MARCO,2.154417227,0,10.68952584,7.982372347,23.86663381
MARF1,4179.569421,4093.516918,3510.618444,3702.933839,3247.771529
MARK1,518.1373431,444.8934598,717.9798187,688.2578824,623.3964752
MARK2,1978.832223,1893.904002,2329.425839,2218.212582,1996.205252
MARK3,3317.80253,3048.390103,3552.485753,3004.032793,3273.547494
MARK4,909.1640698,1005.359802,948.6954181,902.8950055,884.0201165
MARS1,2564.833709,2506.564549,5447.204208,4392.078651,3878.805328
MARS2,797.134374,1016.544274,780.3353861,721.074302,739.8656483
MARVELD1,30.16184118,29.82525988,86.40700052,84.25837477,126.9704919
